invoice_no,invoice_date,customer_id,sku,quantity,list_price,net_sales,branch,rep_id,freight_charged
INV-100293,2025-03-17,C-337,SKU-00022,4,477.00,82.32,Sydney,R-08,14.66
INV-100294,2025-09-23,C-343,SKU-00003,12,237.00,80.52,Newcastle,R-27,36.42
INV-100295,2024-03-13,C-269,SKU-00022,11,477.00,87.12,Newcastle,R-08,32.91
INV-100296,2025-12-13,C-410,SKU-00002,23,592.00,85.10,Brisbane,R-14,10.79
INV-100297,2025-01-28,C-367,SKU-00057,3,143.00,83.67,Melbourne,R-14,42.48
INV-100298,2025-04-14,C-293,SKU-00011,7,62.00,84.42,Adelaide,R-02,8.46
INV-100299,2025-01-08,C-402,SKU-00047,24,371.00,70.56,Melbourne,R-22,31.15
INV-100300,2024-07-12,C-387,SKU-00020,18,702.00,77.00,Sydney,R-13,5.88
INV-100301,2024-12-16,C-234,SKU-00030,10,439.00,74.50,Adelaide,R-17,16.76
INV-100302,2025-10-10,C-306,SKU-00052,9,834.00,70.83,Brisbane,R-11,22.38
INV-100303,2025-02-11,C-021,SKU-00050,3,201.00,82.71,Adelaide,R-18,15.00
INV-100304,2024-05-13,C-336,SKU-00040,21,257.00,85.68,Perth,R-20,17.16
INV-100305,2024-06-10,C-119,SKU-00042,3,292.00,79.08,Perth,R-12,39.07
INV-100306,2024-12-04,C-106,SKU-00047,4,371.00,75.52,Sydney,R-21,22.03
INV-100307,2024-07-10,C-100,SKU-00033,10,111.00,74.90,Brisbane,R-02,31.85
INV-100308,2024-03-26,C-257,SKU-00051,1,246.00,72.52,Brisbane,R-25,32.76
INV-100309,2025-07-24,C-281,SKU-00027,2,107.00,82.14,Melbourne,R-06,4.28
INV-100310,2024-11-01,C-196,SKU-00051,15,246.00,82.52,Adelaide,R-23,12.63
INV-100311,2024-06-01,C-372,SKU-00001,9,569.00,70.92,Melbourne,R-24,20.90
INV-100312,2024-08-01,C-178,SKU-00052,9,834.00,72.63,Newcastle,R-19,33.76
INV-100313,2024-01-22,C-330,SKU-00033,2,111.00,88.90,Brisbane,R-01,32.33
INV-100314,2025-02-21,C-319,SKU-00035,21,571.00,82.32,Perth,R-27,22.37
INV-100315,2025-10-03,C-237,SKU-00051,3,246.00,83.19,Brisbane,R-22,11.55
INV-100316,2024-12-03,C-330,SKU-00057,12,143.00,79.32,Brisbane,R-02,12.20
INV-100317,2025-04-28,C-361,SKU-00036,16,224.00,88.80,Melbourne,R-07,15.42
INV-100318,2024-04-01,C-407,SKU-00028,22,722.00,70.84,Adelaide,R-21,35.00
INV-100319,2024-07-16,C-304,SKU-00054,7,714.00,71.12,Melbourne,R-25,5.08
INV-100320,2025-06-26,C-303,SKU-00008,2,232.00,65.58,Perth,R-25,29.78
INV-100321,2024-11-05,C-163,SKU-00010,17,27.00,81.94,Newcastle,R-24,42.11
INV-100322,2024-09-07,C-391,SKU-00058,12,513.00,85.80,Sydney,R-04,24.73
INV-100323,2024-11-20,C-120,SKU-00027,12,107.00,77.16,Adelaide,R-27,43.17
INV-100324,2024-05-18,C-361,SKU-00012,19,822.00,83.22,Melbourne,R-12,40.91
INV-100325,2024-06-06,C-124,SKU-00047,7,371.00,71.96,Adelaide,R-20,2.50
INV-100326,2024-01-13,C-089,SKU-00049,9,840.00,83.97,Sydney,R-14,23.98
INV-100327,2025-01-01,C-362,SKU-00031,7,336.00,87.08,Perth,R-22,39.61
INV-100328,2024-04-03,C-062,SKU-00010,21,27.00,78.96,Perth,R-15,36.20
INV-100329,2025-09-07,C-237,SKU-00054,13,714.00,79.69,Brisbane,R-17,10.49
INV-100330,2024-11-20,C-123,SKU-00002,1,592.00,67.10,Brisbane,R-15,8.48
INV-100331,2025-08-25,C-198,SKU-00043,23,320.00,90.39,Melbourne,R-17,3.65
INV-100332,2024-09-15,C-237,SKU-00041,17,612.00,89.76,Brisbane,R-01,9.86
INV-100333,2025-01-19,C-251,SKU-00047,11,371.00,75.02,Perth,R-28,34.07
INV-100334,2024-01-19,C-223,SKU-00009,18,761.00,80.46,Sydney,R-23,28.11
INV-100335,2025-05-17,C-369,SKU-00032,17,60.00,90.61,Adelaide,R-12,18.52
INV-100336,2025-12-24,C-007,SKU-00057,19,143.00,80.56,Adelaide,R-05,28.44
INV-100337,2024-06-01,C-396,SKU-00038,16,427.00,80.80,Adelaide,R-12,2.21
INV-100338,2024-05-02,C-011,SKU-00050,1,201.00,77.42,Melbourne,R-04,14.27
INV-100339,2025-11-14,C-051,SKU-00005,17,643.00,84.49,Newcastle,R-10,11.92
INV-100340,2024-08-28,C-415,SKU-00007,23,284.00,71.94,Melbourne,R-14,38.17
INV-100341,2025-03-10,C-018,SKU-00042,1,292.00,78.52,Melbourne,R-10,30.74
INV-100342,2024-10-09,C-212,SKU-00012,14,822.00,82.04,Perth,R-16,25.24
INV-100343,2024-09-15,C-010,SKU-00040,5,257.00,73.20,Perth,R-23,1.84
INV-100344,2025-11-03,C-040,SKU-00038,2,427.00,87.78,Melbourne,R-24,31.38
INV-100345,2024-02-12,C-327,SKU-00006,3,428.00,72.45,Adelaide,R-20,3.72
INV-100346,2024-09-24,C-089,SKU-00052,22,834.00,75.68,Sydney,R-25,17.20
INV-100347,2025-06-23,C-289,SKU-00022,15,477.00,72.90,Perth,R-10,39.54
INV-100348,2025-03-10,C-327,SKU-00009,2,761.00,86.26,Adelaide,R-07,9.92
INV-100349,2024-02-13,C-220,SKU-00016,5,574.00,75.80,Adelaide,R-06,31.07
INV-100350,2024-08-15,C-045,SKU-00043,9,320.00,66.49,Newcastle,R-05,9.93
INV-100351,2024-01-23,C-090,SKU-00056,23,481.00,79.81,Newcastle,R-25,5.17
INV-100352,2025-12-06,C-197,SKU-00015,24,332.00,82.56,Melbourne,R-27,16.14
INV-100353,2024-03-19,C-029,SKU-00055,10,703.00,71.80,Adelaide,R-02,16.68
INV-100354,2024-06-05,C-288,SKU-00058,10,513.00,85.90,Newcastle,R-18,15.30
INV-100355,2024-05-23,C-349,SKU-00041,19,612.00,86.45,Sydney,R-06,17.17
INV-100356,2025-04-18,C-168,SKU-00025,19,345.00,75.43,Brisbane,R-12,30.40
INV-100357,2024-02-27,C-219,SKU-00011,2,62.00,78.26,Melbourne,R-15,42.92
INV-100358,2024-09-09,C-344,SKU-00034,22,214.00,77.66,Melbourne,R-07,19.54
INV-100359,2024-09-10,C-325,SKU-00010,21,27.00,90.09,Sydney,R-14,10.99
INV-100360,2025-02-28,C-146,SKU-00026,1,405.00,66.59,Perth,R-16,10.63
INV-100361,2025-06-13,C-419,SKU-00017,24,69.00,86.64,Brisbane,R-28,24.95
INV-100362,2025-06-21,C-349,SKU-00039,7,204.00,81.62,Sydney,R-12,43.91
INV-100363,2025-11-05,C-192,SKU-00032,13,60.00,82.94,Newcastle,R-05,16.95
INV-100364,2025-08-21,C-417,SKU-00047,11,371.00,72.60,Perth,R-11,42.85
INV-100365,2025-12-08,C-418,SKU-00011,13,62.00,90.22,Brisbane,R-02,25.68
INV-100366,2024-08-04,C-243,SKU-00011,24,62.00,74.40,Melbourne,R-09,10.87
INV-100367,2025-10-22,C-054,SKU-00036,16,224.00,75.04,Brisbane,R-25,44.54
INV-100368,2025-07-20,C-236,SKU-00044,24,183.00,74.88,Newcastle,R-27,12.55
INV-100369,2025-05-07,C-262,SKU-00057,5,143.00,72.25,Adelaide,R-01,39.01
INV-100370,2025-04-16,C-382,SKU-00012,13,822.00,82.52,Newcastle,R-25,2.61
INV-100371,2025-07-28,C-154,SKU-00051,15,246.00,79.95,Newcastle,R-25,23.93
INV-100372,2025-11-08,C-420,SKU-00048,1,553.00,75.59,Perth,R-09,32.55
INV-100373,2025-03-16,C-001,SKU-00038,8,427.00,75.36,Adelaide,R-23,36.12
INV-100374,2024-01-04,C-420,SKU-00032,24,60.00,71.04,Perth,R-07,4.24
INV-100375,2025-03-23,C-094,SKU-00028,2,722.00,75.42,Adelaide,R-06,22.61
INV-100376,2024-06-19,C-069,SKU-00007,13,284.00,83.07,Sydney,R-27,3.25
INV-100377,2025-03-10,C-354,SKU-00045,5,841.00,77.65,Perth,R-19,25.22
INV-100378,2025-12-24,C-388,SKU-00051,2,246.00,72.58,Adelaide,R-03,35.71
INV-100379,2024-03-05,C-130,SKU-00049,11,840.00,73.92,Sydney,R-07,27.66
INV-100380,2025-06-25,C-190,SKU-00053,10,589.00,74.34,Adelaide,R-08,19.93
INV-100381,2024-04-02,C-229,SKU-00014,1,632.00,84.90,Brisbane,R-21,33.97
INV-100382,2025-01-23,C-278,SKU-00057,17,143.00,86.19,Melbourne,R-03,34.02
INV-100383,2025-03-19,C-412,SKU-00008,22,232.00,74.14,Newcastle,R-03,3.52
INV-100384,2024-05-01,C-071,SKU-00007,6,284.00,72.60,Brisbane,R-04,35.68
INV-100385,2024-07-25,C-037,SKU-00027,24,107.00,81.60,Adelaide,R-11,22.06
INV-100386,2025-06-17,C-159,SKU-00013,14,52.00,78.40,Melbourne,R-08,42.69
INV-100387,2024-03-22,C-053,SKU-00043,9,320.00,71.37,Perth,R-18,1.11
INV-100388,2024-01-08,C-377,SKU-00019,16,357.00,74.24,Newcastle,R-26,35.84
INV-100389,2024-02-03,C-336,SKU-00014,13,632.00,76.31,Perth,R-10,33.53
INV-100390,2025-06-10,C-339,SKU-00043,22,320.00,72.26,Adelaide,R-05,44.12
INV-100391,2024-12-21,C-012,SKU-00016,5,574.00,79.90,Melbourne,R-13,23.97
INV-100392,2025-02-04,C-379,SKU-00039,14,204.00,72.38,Newcastle,R-07,4.89
INV-100393,2024-03-13,C-390,SKU-00046,18,711.00,83.88,Adelaide,R-02,41.68
INV-100394,2025-02-05,C-056,SKU-00011,13,62.00,75.66,Adelaide,R-02,13.58
INV-100395,2024-09-01,C-408,SKU-00023,9,115.00,81.45,Brisbane,R-04,28.53
INV-100396,2025-06-04,C-381,SKU-00041,14,612.00,86.38,Perth,R-25,30.12
INV-100397,2024-08-05,C-354,SKU-00050,5,201.00,77.75,Perth,R-14,38.43
INV-100398,2024-10-11,C-080,SKU-00029,16,291.00,75.52,Newcastle,R-09,33.02
INV-100399,2024-02-18,C-339,SKU-00017,5,69.00,78.15,Adelaide,R-02,33.20
INV-100400,2025-03-24,C-169,SKU-00010,23,27.00,75.33,Melbourne,R-17,1.18
INV-100401,2024-12-01,C-411,SKU-00052,22,834.00,77.44,Perth,R-16,13.48
INV-100402,2025-12-10,C-319,SKU-00014,5,632.00,70.65,Perth,R-26,30.13
INV-100403,2024-09-25,C-389,SKU-00054,2,714.00,74.20,Perth,R-03,24.09
INV-100404,2025-06-04,C-404,SKU-00046,21,711.00,81.69,Adelaide,R-20,29.94
INV-100405,2025-10-02,C-325,SKU-00055,8,703.00,79.92,Sydney,R-08,17.52
INV-100406,2025-12-20,C-251,SKU-00031,14,336.00,84.14,Perth,R-10,40.46
INV-100407,2025-04-11,C-208,SKU-00007,20,284.00,76.80,Perth,R-17,0.60
INV-100408,2025-03-10,C-354,SKU-00048,5,553.00,72.10,Perth,R-28,3.19
INV-100409,2024-10-12,C-116,SKU-00001,7,569.00,74.06,Sydney,R-06,16.13
INV-100410,2024-11-06,C-125,SKU-00039,8,204.00,67.20,Brisbane,R-17,19.50
INV-100411,2025-10-17,C-272,SKU-00047,13,371.00,90.61,Adelaide,R-04,21.33
INV-100412,2025-07-27,C-203,SKU-00030,12,439.00,80.16,Sydney,R-14,32.16
INV-100413,2025-10-20,C-056,SKU-00028,15,722.00,72.75,Adelaide,R-11,34.60
INV-100414,2025-06-05,C-284,SKU-00013,1,52.00,81.19,Melbourne,R-06,0.90
INV-100415,2025-08-18,C-028,SKU-00053,21,589.00,75.81,Melbourne,R-13,14.55
INV-100416,2024-01-17,C-314,SKU-00028,16,722.00,79.20,Newcastle,R-10,19.14
INV-100417,2025-05-01,C-022,SKU-00043,24,320.00,84.24,Adelaide,R-04,27.30
INV-100418,2025-11-28,C-418,SKU-00041,10,612.00,86.90,Brisbane,R-08,43.32
INV-100419,2025-02-25,C-344,SKU-00007,11,284.00,76.12,Melbourne,R-18,9.74
INV-100420,2025-04-15,C-379,SKU-00011,7,62.00,78.63,Newcastle,R-18,15.38
INV-100421,2024-10-24,C-376,SKU-00047,14,371.00,88.34,Brisbane,R-01,23.62
INV-100422,2024-12-13,C-258,SKU-00014,20,632.00,75.40,Perth,R-03,19.66
INV-100423,2025-08-03,C-037,SKU-00031,16,336.00,71.84,Adelaide,R-16,10.80
INV-100424,2025-05-01,C-417,SKU-00043,14,320.00,89.32,Perth,R-13,43.99
INV-100425,2025-05-08,C-100,SKU-00015,15,332.00,77.55,Brisbane,R-17,34.33
INV-100426,2025-12-26,C-354,SKU-00037,21,831.00,86.10,Perth,R-17,36.22
INV-100427,2025-11-26,C-121,SKU-00043,10,320.00,74.00,Newcastle,R-17,15.60
INV-100428,2024-01-10,C-166,SKU-00008,8,232.00,83.12,Adelaide,R-08,30.15
INV-100429,2024-12-20,C-073,SKU-00020,20,702.00,76.20,Melbourne,R-20,10.58
INV-100430,2025-02-15,C-100,SKU-00032,4,60.00,70.07,Brisbane,R-16,21.64
INV-100431,2025-10-01,C-236,SKU-00026,2,405.00,84.80,Newcastle,R-14,1.42
INV-100432,2024-12-02,C-239,SKU-00014,12,632.00,73.92,Perth,R-18,2.00
INV-100433,2025-05-02,C-094,SKU-00018,7,268.00,88.13,Adelaide,R-03,28.40
INV-100434,2024-05-14,C-276,SKU-00007,9,284.00,72.72,Perth,R-19,19.50
INV-100435,2025-08-22,C-306,SKU-00032,11,60.00,74.36,Brisbane,R-11,28.21
INV-100436,2024-01-12,C-051,SKU-00032,8,60.00,76.96,Newcastle,R-08,39.55
INV-100437,2024-01-18,C-135,SKU-00037,19,831.00,90.63,Newcastle,R-01,10.89
INV-100438,2025-10-09,C-302,SKU-00047,22,371.00,74.14,Adelaide,R-23,42.73
INV-100439,2024-09-03,C-179,SKU-00018,8,268.00,78.56,Newcastle,R-10,10.73
INV-100440,2024-03-15,C-100,SKU-00033,23,111.00,74.48,Brisbane,R-11,26.27
INV-100441,2025-03-02,C-274,SKU-00048,23,553.00,79.35,Newcastle,R-27,43.94
INV-100442,2025-08-03,C-237,SKU-00050,11,201.00,71.83,Brisbane,R-01,43.97
INV-100443,2024-03-18,C-055,SKU-00022,21,477.00,81.48,Adelaide,R-21,43.32
INV-100444,2024-02-23,C-253,SKU-00038,20,427.00,77.00,Melbourne,R-23,36.64
INV-100445,2025-08-07,C-291,SKU-00039,1,204.00,88.15,Melbourne,R-16,13.93
INV-100446,2024-03-11,C-384,SKU-00037,23,831.00,79.35,Perth,R-06,39.43
INV-100447,2025-10-03,C-392,SKU-00009,11,761.00,86.24,Sydney,R-23,10.69
INV-100448,2025-12-20,C-092,SKU-00028,3,722.00,79.50,Brisbane,R-20,42.71
INV-100449,2025-05-26,C-232,SKU-00009,24,761.00,75.84,Perth,R-05,24.45
INV-100450,2025-05-24,C-372,SKU-00016,8,574.00,70.80,Melbourne,R-17,44.24
INV-100451,2024-06-19,C-142,SKU-00036,6,224.00,72.54,Melbourne,R-02,38.95
INV-100452,2025-09-09,C-316,SKU-00053,19,589.00,73.91,Adelaide,R-18,22.47
INV-100453,2024-10-19,C-325,SKU-00048,23,553.00,84.41,Sydney,R-12,16.24
INV-100454,2025-05-25,C-076,SKU-00026,9,405.00,74.25,Perth,R-01,25.72
INV-100455,2025-04-01,C-395,SKU-00023,1,115.00,85.24,Sydney,R-11,14.53
INV-100456,2024-04-14,C-162,SKU-00035,20,571.00,80.20,Perth,R-22,13.38
INV-100457,2024-07-20,C-029,SKU-00016,14,574.00,84.14,Adelaide,R-28,24.71
INV-100458,2024-01-03,C-062,SKU-00019,19,357.00,74.10,Perth,R-09,30.69
INV-100459,2024-08-21,C-358,SKU-00009,24,761.00,86.16,Melbourne,R-09,41.32
INV-100460,2024-05-19,C-229,SKU-00042,6,292.00,66.24,Brisbane,R-10,6.54
INV-100461,2025-03-20,C-301,SKU-00027,2,107.00,87.78,Melbourne,R-05,8.80
INV-100462,2024-05-15,C-039,SKU-00043,18,320.00,72.36,Perth,R-20,11.76
INV-100463,2024-05-25,C-101,SKU-00005,23,643.00,78.89,Newcastle,R-02,37.22
INV-100464,2025-08-20,C-145,SKU-00046,2,711.00,84.12,Sydney,R-20,6.84
INV-100465,2024-04-10,C-252,SKU-00009,3,761.00,88.92,Brisbane,R-21,18.52
INV-100466,2024-05-11,C-122,SKU-00048,5,553.00,79.05,Brisbane,R-20,14.47
INV-100467,2025-02-20,C-347,SKU-00003,2,237.00,88.38,Brisbane,R-04,17.49
INV-100468,2024-08-08,C-192,SKU-00011,21,62.00,71.40,Newcastle,R-25,1.97
INV-100469,2025-07-05,C-321,SKU-00032,13,60.00,77.61,Sydney,R-12,20.05
INV-100470,2024-07-23,C-299,SKU-00014,13,632.00,74.51,Brisbane,R-01,10.65
INV-100471,2024-02-14,C-161,SKU-00058,23,513.00,89.24,Perth,R-11,17.61
INV-100472,2025-06-27,C-213,SKU-00052,19,834.00,87.78,Brisbane,R-03,33.92
INV-100473,2025-01-18,C-067,SKU-00014,20,632.00,83.00,Adelaide,R-23,17.32
INV-100474,2025-10-16,C-056,SKU-00001,9,569.00,81.72,Adelaide,R-14,43.33
INV-100475,2025-01-01,C-100,SKU-00058,13,513.00,73.19,Brisbane,R-02,38.99
INV-100476,2024-02-14,C-213,SKU-00041,22,612.00,74.36,Brisbane,R-19,0.93
INV-100477,2025-09-14,C-186,SKU-00019,19,357.00,83.22,Brisbane,R-03,23.75
INV-100478,2024-08-19,C-237,SKU-00055,13,703.00,73.19,Brisbane,R-20,26.59
INV-100479,2025-12-04,C-266,SKU-00008,7,232.00,87.15,Adelaide,R-04,32.08
INV-100480,2024-07-13,C-258,SKU-00047,18,371.00,73.20,Perth,R-20,35.65
INV-100481,2024-09-05,C-138,SKU-00050,17,201.00,75.48,Newcastle,R-19,20.77
INV-100482,2024-06-22,C-039,SKU-00007,24,284.00,76.56,Perth,R-27,36.51
INV-100483,2024-06-01,C-384,SKU-00019,1,357.00,71.68,Perth,R-08,16.16
INV-100484,2024-12-05,C-396,SKU-00025,4,345.00,85.08,Adelaide,R-07,26.86
INV-100485,2024-04-16,C-228,SKU-00016,19,574.00,88.92,Perth,R-02,40.99
INV-100486,2024-07-21,C-408,SKU-00013,10,52.00,71.00,Brisbane,R-17,37.63
INV-100487,2024-12-01,C-274,SKU-00007,2,284.00,77.26,Newcastle,R-19,43.45
INV-100488,2025-10-16,C-021,SKU-00027,24,107.00,73.92,Adelaide,R-17,32.06
INV-100489,2024-01-17,C-079,SKU-00024,16,208.00,87.68,Newcastle,R-05,43.33
INV-100490,2024-07-10,C-396,SKU-00027,10,107.00,77.83,Adelaide,R-11,28.43
INV-100491,2025-07-13,C-366,SKU-00017,9,69.00,75.96,Melbourne,R-14,43.64
INV-100492,2024-04-10,C-042,SKU-00048,2,553.00,90.18,Sydney,R-21,23.40
INV-100493,2024-09-18,C-099,SKU-00021,6,453.00,70.38,Perth,R-07,0.35
INV-100494,2025-01-24,C-272,SKU-00042,10,292.00,87.80,Adelaide,R-15,1.53
INV-100495,2024-04-08,C-031,SKU-00008,2,232.00,71.88,Newcastle,R-28,19.44
INV-100496,2025-06-27,C-258,SKU-00027,5,107.00,78.15,Perth,R-06,24.51
INV-100497,2025-05-14,C-279,SKU-00012,8,822.00,72.16,Sydney,R-19,8.82
INV-100498,2024-11-11,C-309,SKU-00003,7,237.00,88.97,Adelaide,R-08,24.27
INV-100499,2024-01-24,C-176,SKU-00039,13,204.00,82.29,Sydney,R-04,39.67
INV-100500,2024-04-13,C-176,SKU-00025,2,345.00,71.28,Sydney,R-27,19.61
INV-100501,2025-11-28,C-408,SKU-00037,21,831.00,80.64,Brisbane,R-12,20.91
INV-100502,2025-06-18,C-304,SKU-00033,8,111.00,81.04,Melbourne,R-18,25.40
INV-100503,2025-06-22,C-032,SKU-00023,7,115.00,84.21,Brisbane,R-18,2.21
INV-100504,2024-01-17,C-181,SKU-00012,10,822.00,71.60,Perth,R-07,27.80
INV-100505,2025-04-03,C-297,SKU-00008,21,232.00,90.72,Perth,R-15,40.64
INV-100506,2025-01-24,C-175,SKU-00015,10,332.00,72.50,Perth,R-09,1.16
INV-100507,2025-09-20,C-240,SKU-00023,9,115.00,82.71,Adelaide,R-02,26.24
INV-100508,2025-10-03,C-012,SKU-00058,13,513.00,72.80,Melbourne,R-24,2.04
INV-100509,2025-07-14,C-245,SKU-00041,8,612.00,80.80,Perth,R-28,23.99
INV-100510,2024-10-24,C-147,SKU-00017,1,69.00,70.09,Sydney,R-19,29.89
INV-100511,2024-05-27,C-210,SKU-00053,17,589.00,79.73,Adelaide,R-03,32.48
INV-100512,2025-06-14,C-145,SKU-00003,16,237.00,77.12,Sydney,R-12,8.01
INV-100513,2025-12-20,C-155,SKU-00047,2,371.00,80.80,Perth,R-14,19.28
INV-100514,2024-06-08,C-242,SKU-00047,15,371.00,78.75,Sydney,R-02,37.33
INV-100515,2025-02-03,C-115,SKU-00020,17,702.00,84.83,Melbourne,R-20,10.81
INV-100516,2024-04-09,C-228,SKU-00034,23,214.00,89.01,Perth,R-09,29.95
INV-100517,2025-07-18,C-139,SKU-00045,7,841.00,72.73,Perth,R-17,18.36
INV-100518,2024-06-18,C-197,SKU-00020,19,702.00,70.87,Melbourne,R-02,4.93
INV-100519,2025-09-15,C-271,SKU-00007,2,284.00,79.60,Brisbane,R-13,9.85
INV-100520,2025-04-03,C-140,SKU-00011,13,62.00,71.64,Sydney,R-28,12.86
INV-100521,2025-11-20,C-024,SKU-00032,24,60.00,73.20,Melbourne,R-17,25.06
INV-100522,2024-04-03,C-142,SKU-00053,6,589.00,84.60,Melbourne,R-02,44.47
INV-100523,2025-06-25,C-278,SKU-00052,21,834.00,71.19,Melbourne,R-21,26.19
INV-100524,2024-04-15,C-386,SKU-00053,7,589.00,78.75,Brisbane,R-18,34.00
INV-100525,2025-03-22,C-118,SKU-00016,19,574.00,70.49,Brisbane,R-07,9.56
INV-100526,2025-03-08,C-193,SKU-00019,7,357.00,87.57,Brisbane,R-02,33.42
INV-100527,2025-05-21,C-312,SKU-00032,14,60.00,80.36,Perth,R-15,37.89
INV-100528,2024-08-14,C-303,SKU-00021,23,453.00,70.61,Perth,R-13,3.56
INV-100529,2024-08-07,C-137,SKU-00057,4,143.00,76.68,Perth,R-23,4.02
INV-100530,2025-12-14,C-087,SKU-00045,7,841.00,73.35,Melbourne,R-21,0.22
INV-100531,2024-06-26,C-410,SKU-00052,17,834.00,75.14,Brisbane,R-12,37.16
INV-100532,2024-07-28,C-011,SKU-00005,13,643.00,88.01,Melbourne,R-03,16.05
INV-100533,2024-03-16,C-279,SKU-00020,1,702.00,90.56,Sydney,R-17,3.86
INV-100534,2025-10-13,C-153,SKU-00051,24,246.00,83.76,Perth,R-06,20.65
INV-100535,2025-02-14,C-219,SKU-00057,10,143.00,87.10,Melbourne,R-19,7.87
INV-100536,2024-05-03,C-129,SKU-00016,18,574.00,83.16,Adelaide,R-23,4.36
INV-100537,2025-12-18,C-192,SKU-00035,19,571.00,80.18,Newcastle,R-24,23.98
INV-100538,2025-10-22,C-151,SKU-00053,2,589.00,74.82,Melbourne,R-18,28.33
INV-100539,2024-11-03,C-254,SKU-00050,1,201.00,80.49,Sydney,R-19,31.71
INV-100540,2024-07-26,C-240,SKU-00020,17,702.00,76.79,Adelaide,R-02,17.84
INV-100541,2025-12-06,C-139,SKU-00011,11,62.00,84.48,Perth,R-10,7.61
INV-100542,2024-09-06,C-278,SKU-00035,18,571.00,77.94,Melbourne,R-28,4.44
INV-100543,2025-01-13,C-306,SKU-00003,22,237.00,80.74,Brisbane,R-16,22.07
INV-100544,2024-12-17,C-032,SKU-00012,11,822.00,86.02,Brisbane,R-07,38.30
INV-100545,2025-06-12,C-147,SKU-00005,13,643.00,75.27,Sydney,R-03,44.67
INV-100546,2024-12-16,C-035,SKU-00008,19,232.00,76.38,Newcastle,R-15,33.87
INV-100547,2024-10-06,C-138,SKU-00053,6,589.00,86.10,Newcastle,R-07,4.37
INV-100548,2025-02-04,C-258,SKU-00007,2,284.00,70.76,Perth,R-28,23.44
INV-100549,2024-07-05,C-290,SKU-00035,5,571.00,82.40,Perth,R-05,32.96
INV-100550,2025-04-14,C-066,SKU-00036,7,224.00,80.89,Adelaide,R-26,44.72
INV-100551,2025-08-12,C-353,SKU-00013,7,52.00,88.13,Adelaide,R-18,0.52
INV-100552,2025-02-27,C-366,SKU-00011,15,62.00,78.45,Melbourne,R-03,15.89
INV-100553,2025-01-23,C-090,SKU-00036,15,224.00,71.55,Newcastle,R-18,29.78
INV-100554,2024-01-01,C-395,SKU-00020,3,702.00,79.65,Sydney,R-22,10.08
INV-100555,2024-12-12,C-030,SKU-00024,20,208.00,74.20,Brisbane,R-12,34.91
INV-100556,2024-04-14,C-011,SKU-00021,13,453.00,87.49,Melbourne,R-05,5.65
INV-100557,2025-01-22,C-309,SKU-00007,12,284.00,77.76,Adelaide,R-18,41.80
INV-100558,2025-04-16,C-329,SKU-00050,13,201.00,74.23,Newcastle,R-28,36.56
INV-100559,2025-09-26,C-408,SKU-00041,13,612.00,73.97,Brisbane,R-27,22.06
INV-100560,2024-11-18,C-297,SKU-00041,23,612.00,65.17,Perth,R-23,22.14
INV-100561,2024-02-23,C-335,SKU-00019,2,357.00,81.76,Brisbane,R-06,5.57
INV-100562,2025-09-06,C-309,SKU-00005,8,643.00,74.00,Adelaide,R-21,18.19
INV-100563,2025-10-22,C-294,SKU-00008,11,232.00,81.07,Melbourne,R-10,42.29
INV-100564,2024-06-15,C-418,SKU-00058,23,513.00,78.89,Brisbane,R-12,37.70
INV-100565,2024-06-11,C-183,SKU-00030,9,439.00,86.49,Perth,R-23,7.74
INV-100566,2025-02-09,C-314,SKU-00049,12,840.00,72.00,Newcastle,R-28,44.42
INV-100567,2025-08-20,C-231,SKU-00031,18,336.00,77.04,Newcastle,R-16,6.53
INV-100568,2024-05-14,C-367,SKU-00034,5,214.00,71.45,Melbourne,R-13,19.45
INV-100569,2024-09-04,C-145,SKU-00050,4,201.00,90.48,Sydney,R-09,39.56
INV-100570,2024-08-27,C-102,SKU-00033,12,111.00,73.08,Adelaide,R-07,17.35
INV-100571,2024-11-27,C-015,SKU-00049,15,840.00,71.55,Sydney,R-09,7.77
INV-100572,2024-05-10,C-009,SKU-00058,7,513.00,89.60,Brisbane,R-13,9.36
INV-100573,2024-05-21,C-410,SKU-00045,4,841.00,81.68,Brisbane,R-17,15.07
INV-100574,2024-09-28,C-309,SKU-00015,4,332.00,71.16,Adelaide,R-26,31.98
INV-100575,2025-04-27,C-249,SKU-00027,8,107.00,83.76,Melbourne,R-23,27.07
INV-100576,2025-12-19,C-373,SKU-00040,22,257.00,70.84,Newcastle,R-08,30.37
INV-100577,2025-07-11,C-155,SKU-00044,18,183.00,81.54,Perth,R-09,11.17
INV-100578,2025-04-14,C-146,SKU-00004,14,340.00,77.70,Perth,R-18,16.89
INV-100579,2024-11-27,C-114,SKU-00037,6,831.00,83.94,Sydney,R-13,35.31
INV-100580,2024-10-12,C-261,SKU-00032,18,60.00,75.68,Brisbane,R-22,12.44
INV-100581,2024-05-22,C-251,SKU-00024,4,208.00,72.12,Perth,R-11,25.17
INV-100582,2025-04-18,C-233,SKU-00031,1,336.00,79.20,Sydney,R-13,4.41
INV-100583,2025-10-24,C-299,SKU-00036,4,224.00,89.12,Brisbane,R-08,4.25
INV-100584,2024-09-12,C-123,SKU-00010,18,27.00,85.50,Brisbane,R-14,35.18
INV-100585,2024-11-13,C-177,SKU-00031,6,336.00,70.74,Newcastle,R-18,4.11
INV-100586,2024-07-17,C-222,SKU-00045,4,841.00,70.40,Melbourne,R-02,23.36
